Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Algeria,DZA,Population growth (annual %),SP.POP.GROW,..,1.77712462109052,1.53703684221733,1.61021945224957,1.73636319617259,1.64624302502042,1.8575152756726,2.22447741197887,2.25292406885326,2.24910987984231,2.23485514176548,2.25304380675294,2.30817098718581,2.37278240368425,2.45257536458332,3.69939562776839,4.81594373956117,3.76843461238997,2.86760142486727,2.98537020862928,3.10213696205313,3.21354609915972,3.2974527326651,3.35320501916948,3.38194161321637,3.39768753510501,3.33093272372226,3.02828554053134,2.74710605415951,2.63176506303593,2.4940676377263,2.3846528039865,2.32375186283265,2.24036926865414,2.10774651269655,1.91804419938335,1.76331956063309,1.68115971162844,1.51057323725397,1.39842912410864,1.40229085828763,1.37593080261361,1.34886695233422,1.35423891111813,1.40727321515229,1.36408196251206,1.44113729642515,1.62790867702938,1.70897167476718,1.79590393152832,1.85870199052442,1.89839428094337,1.94310213435967,1.9667158178046,1.97904881035906,1.99994605069585,1.99343168879913,1.95700247075081,1.9033254281097,1.83944488568624,1.73245672803153,1.65770320084269,1.62833925417918,1.55401932380535
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.51,31.797,33.214,34.662,36.141,37.643,38.84,39.004,39.169,39.334,39.5,39.665,39.831,39.997,40.163,40.33,40.497,40.928,41.794,42.665,43.542,44.42,45.303,46.189,47.079,47.968,48.86,49.722,50.511,51.298,52.085,52.871,53.657,54.439,55.219,55.997,56.774,57.544,58.313,59.118,59.919,60.712,61.501,62.284,63.061,63.83,64.593,65.348,66.097,66.826,67.54,68.236,68.915,69.576,70.221,70.848,71.459,72.052,72.629,73.189,73.733,74.261,74.772,75.268
Algeria,DZA,Rural population (% of total population),SP.RUR.TOTL.ZS,69.49,68.203,66.786,65.338,63.859,62.357,61.16,60.996,60.831,60.666,60.5,60.335,60.169,60.003,59.837,59.67,59.503,59.072,58.206,57.335,56.458,55.58,54.697,53.811,52.921,52.032,51.14,50.278,49.489,48.702,47.915,47.129,46.343,45.561,44.781,44.003,43.226,42.456,41.687,40.882,40.081,39.288,38.499,37.716,36.939,36.17,35.407,34.652,33.903,33.174,32.46,31.764,31.085,30.424,29.779,29.152,28.541,27.948,27.371,26.811,26.267,25.739,25.228,24.732
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.532,40.516,39.323,42.908,42.788,42.714,42.543,42.568,42.642,42.781,43.16,43.67,44.346,45.079,46.034,46.972,47.985,49.191,50.353,51.755,53.261,55.276,57.428,59.51,61.658,63.588,65.159,65.83,66.971,67.085,67.416,67.688,67.757,67.719,67.361,67.454,68.749,69.171,69.451,70.032,70.478,70.823,71.23,71.287,71.762,72.061,72.334,72.602,72.941,73.62,73.808,74.123,74.202,74.615,75.11,75.622,75.732,75.743,76.066,76.474,74.453,76.377,77.129,..
Algeria,DZA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.503,7.564,7.607,7.649,7.673,7.679,7.672,7.667,7.655,7.653,7.635,7.6,7.546,7.491,7.44,7.373,7.306,7.23,7.14,7.059,6.952,6.808,6.635,6.436,6.219,5.975,5.625,5.327,5.059,4.826,4.556,4.386,4.257,4.059,3.846,3.456,3.136,2.897,2.712,2.624,2.566,2.507,2.456,2.481,2.512,2.555,2.604,2.677,2.753,2.813,2.843,2.88,2.956,2.957,3.004,3.041,3.051,3.05,3.023,2.988,2.942,2.889,2.829,..
American Samoa,ASM,Population growth (annual %),SP.POP.GROW,..,2.65791480826318,3.08392380468414,3.13299264561003,3.17031371144904,3.19266154842633,3.07729541654786,2.96529792452801,3.01275362612308,3.03076808536132,2.5398309365879,1.89513244798442,1.68898653487845,1.64691310717366,1.67884237137463,1.91522453936233,2.09139141274887,2.02583385934372,1.96651796978601,1.9441949642615,2.59058703358443,3.50472795584717,3.76848671275937,3.79507970941408,3.82674891415651,3.84212949822633,3.85290720399011,3.85710945946539,3.86891020358364,3.86747163673184,3.25193894169625,2.42548818245314,2.19247704168662,2.1649800672888,2.15353086725101,2.10625731450315,2.03712292866293,1.95867378307471,1.82745478381229,1.73564082713864,1.09822902395737,0.16129866050102,-0.252358482783624,-0.406483620024703,-0.545139668053888,-0.647634575615904,-0.730998688583939,-0.801982747478947,-0.876432921866332,-0.943767847051186,-0.938173192497606,-0.987558296772346,-1.1462982343373,-1.30478202241628,-1.47894571116667,-1.63927018758043,-1.80723076890422,-1.97181874740715,-2.12293567392473,-2.30413869890523,-2.4212497099907,-2.53017092647207,-1.70649548061895,-0.814183458237158
American Samoa,ASM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.211,66.641,67.068,67.493,67.916,68.334,68.75,69.163,69.574,69.98,70.384,70.784,71.182,71.576,71.967,72.354,72.739,73.12,73.497,73.871,74.33,75.043,75.743,76.429,77.103,77.762,78.408,79.04,79.659,80.263,80.948,81.886,82.789,83.654,84.485,85.28,86.043,86.771,87.467,88.131,88.587,88.491,88.394,88.297,88.198,88.1,88,87.9,87.799,87.697,87.594,87.502,87.42,87.348,87.288,87.238,87.198,87.17,87.153,87.147,87.153,87.169,87.196,87.235
American Samoa,ASM,Rural population (% of total population),SP.RUR.TOTL.ZS,33.789,33.359,32.932,32.507,32.084,31.666,31.25,30.837,30.426,30.02,29.616,29.216,28.818,28.424,28.033,27.646,27.261,26.88,26.503,26.129,25.67,24.957,24.257,23.571,22.897,22.238,21.592,20.96,20.341,19.737,19.052,18.114,17.211,16.346,15.515,14.72,13.957,13.229,12.533,11.869,11.413,11.509,11.606,11.703,11.802,11.9,12,12.1,12.201,12.303,12.406,12.498,12.58,12.652,12.712,12.762,12.802,12.83,12.847,12.853,12.847,12.831,12.804,12.765
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Population growth (annual %),SP.POP.GROW,..,7.86813924493059,7.52120721100516,7.22319755892096,6.94151152967971,6.65312152542815,6.9970544751771,7.92068128206391,8.13267840840666,7.71605298385739,7.36974901413982,7.10317449112568,6.84236572061972,6.61331451593296,6.39157100867638,6.10520829188952,5.81187179966463,5.49579715347987,5.11737357204549,4.70138738071922,4.21262809362715,3.79119206596927,4.26339621023928,4.64210889889203,4.23483320422066,3.78693930383991,4.01780839056776,4.35504255266209,4.15111660349718,3.91982497637641,3.66933415966991,3.42225813624854,3.28107716659174,3.21741267219422,3.13022153642647,3.05109780206663,1.9186108885048,0.830563111583877,0.776176625940364,0.716903736122423,0.670960073758389,2.57337766489402,4.36937150135481,4.2256694355319,4.01273671344563,3.69143527252581,0.493606005740852,-2.59249693414403,-2.74035938783357,-2.93936722302096,-3.20999418688968,-1.34005355374823,0.630034574524577,0.497261875887559,0.355274942185653,0.174377690367456,1.10060298979862,1.77218271287863,1.58014708656145,1.75749125736997,1.76189129507448,1.70228822534561,0.994607149162366,0.330181899850107
Andorra,AND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.45,60.983,63.462,65.872,68.205,70.445,72.593,74.641,76.588,78.424,80.155,81.78,83.301,84.716,86.032,87.252,88.382,89.42,90.378,91.257,92.064,92.8,93.474,94.089,94.649,95.159,95.325,95.178,95.027,94.872,94.712,94.53,94.324,94.111,93.89,93.661,93.425,93.18,92.927,92.666,92.395,92.056,91.641,91.207,90.751,90.285,89.807,89.308,89.004,88.912,88.819,88.726,88.631,88.537,88.441,88.345,88.248,88.15,88.062,87.984,87.916,87.858,87.811,87.774
Andorra,AND,Rural population (% of total population),SP.RUR.TOTL.ZS,41.55,39.017,36.538,34.128,31.795,29.555,27.407,25.359,23.412,21.576,19.845,18.22,16.699,15.284,13.968,12.748,11.618,10.58,9.622,8.74299999999999,7.93600000000001,7.2,6.526,5.911,5.351,4.84099999999999,4.675,4.822,4.973,5.128,5.288,5.47,5.676,5.889,6.11,6.339,6.575,6.81999999999999,7.07299999999999,7.334,7.605,7.944,8.35899999999999,8.79300000000001,9.249,9.715,10.193,10.692,10.996,11.088,11.181,11.274,11.369,11.463,11.559,11.655,11.752,11.85,11.938,12.016,12.084,12.142,12.189,12.226
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.24,1.18,1.25,1.19,1.27,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Population growth (annual %),SP.POP.GROW,..,1.5583550408936,1.46073837045336,1.41042530862807,1.3017451764171,1.11104064143605,0.875806322615983,0.69669809166994,0.695984736456634,1.02035464910429,1.69452576739121,2.41433910780115,2.99313194082514,3.29937434466257,3.35235974556416,3.32832392258039,3.2740728463574,3.31744868369035,3.398701247718,3.43544752192563,3.50398465508095,3.55442220894389,3.59219488468114,3.61713653303378,3.60987241166769,3.6037510091581,3.56585603514141,3.43867373579781,3.36704277651175,3.37135095008737,3.34514364694209,3.32613717425745,3.24885002280732,3.16154666755438,3.1984325378482,3.28967582614934,3.33013249836537,3.33515378152671,3.27906774761554,3.22644785271891,3.24412146672851,3.28521723299089,3.33513160843876,3.41332121240757,3.50638882370405,3.55765898910381,3.5920133134417,3.63958930439587,3.67090920225351,3.69348247645612,3.73479765843852,3.75879638504539,3.75870252194126,3.73552542857565,3.68442896683492,3.61767751762095,3.58621100683242,3.5509866361995,3.46445698360985,3.39527779197097,3.26834840458456,3.16602986153025,3.09675267067326,3.03099631037773
Angola,AGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,10.435,10.798,11.204,11.624,12.058,12.504,12.965,13.441,13.932,14.436,14.957,15.632,16.455,17.31,18.202,19.128,20.092,21.088,22.122,23.192,24.298,25.437,26.612,27.821,29.065,30.338,31.643,32.978,34.343,35.731,37.144,38.58,40.039,41.511,43,44.169,45.346,46.525,47.71,48.897,50.087,51.274,52.461,53.645,54.827,56,56.764,57.524,58.282,59.034,59.783,60.528,61.268,62.002,62.731,63.446,64.149,64.839,65.514,66.177,66.825,67.46,68.081,68.688
Angola,AGO,Rural population (% of total population),SP.RUR.TOTL.ZS,89.565,89.202,88.796,88.376,87.942,87.496,87.035,86.559,86.068,85.564,85.043,84.368,83.545,82.69,81.798,80.872,79.908,78.912,77.878,76.808,75.702,74.563,73.388,72.179,70.935,69.662,68.357,67.022,65.657,64.269,62.856,61.42,59.961,58.489,57,55.831,54.654,53.475,52.29,51.103,49.913,48.726,47.539,46.355,45.173,44,43.236,42.476,41.718,40.966,40.217,39.472,38.732,37.998,37.269,36.554,35.851,35.161,34.486,33.823,33.175,32.54,31.919,31.312
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.211,37.267,37.539,37.824,38.131,38.495,38.757,39.092,39.484,39.829,40.19,40.554,40.905,41.27,41.652,41.191,41.163,41.437,41.83,42.175,42.449,42.772,43.051,42.092,42.353,42.648,42.843,40.917,41.545,41.765,41.893,43.813,42.209,42.101,43.422,45.849,46.033,46.306,45.057,45.386,46.024,46.59,47.386,49.617,50.592,51.57,52.369,53.642,54.633,55.752,56.726,57.596,58.623,59.307,60.04,60.655,61.092,61.68,62.144,62.448,62.261,61.643,61.929,..
Angola,AGO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.708,6.79,6.872,6.954,7.036,7.116,7.194,7.267,7.332,7.388,7.434,7.467,7.488,7.498,7.5,7.494,7.485,7.475,7.467,7.461,7.459,7.459,7.461,7.462,7.459,7.451,7.435,7.409,7.373,7.328,7.272,7.208,7.138,7.065,6.99,6.918,6.851,6.789,6.732,6.683,6.639,6.601,6.567,6.533,6.499,6.461,6.419,6.372,6.32,6.26,6.194,6.12,6.039,5.953,5.864,5.774,5.686,5.6,5.519,5.442,5.371,5.304,5.209,..
Antigua and Barbuda,ATG,Population growth (annual %),SP.POP.GROW,..,1.61850343149821,1.34744606186911,1.34164715222231,1.5218170405795,1.65673059371627,1.61488304698856,1.63954192930746,1.67535602338451,1.71523192424371,1.20850689979081,0.389833886326277,-0.114317506115861,-0.359250297337286,-0.380787056424964,-0.285373635225843,-0.0702987726666229,0.198271822156338,0.330100108227101,0.434317951482714,0.432439784927824,0.28776998276152,0.237899841303379,0.270975908122697,-0.0703525302398196,-0.481559093324989,-0.517880318988492,-0.556310271357652,-0.578175920060177,-0.542244585848004,-0.485177852283798,0.4820349277923,1.59793879677082,1.80091155382854,1.86302470544504,1.95769151764103,2.02617716277517,2.01402393932023,1.88335770520301,1.7064071466556,1.65779341376666,1.53371156016655,1.27763943800851,1.13352150752522,1.10308348343215,1.16870545018922,1.27642249519442,1.37623327243605,1.49457906187611,1.5293679498773,1.3640660545341,1.19938337496143,1.0837075607137,0.934326293295174,0.831589247616481,0.786935419380774,0.690288328652049,0.6109561448905,0.554872965946274,0.534443400511753,0.592053942582792,0.597151594527623,0.581875832853236,0.568965860290507
Antigua and Barbuda,ATG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.656,39.04,38.427,37.817,37.211,36.61,36.012,35.418,34.829,34.245,33.819,33.898,33.978,34.057,34.137,34.217,34.297,34.377,34.457,34.538,34.618,34.698,34.779,34.86,34.94,35.021,35.102,35.183,35.264,35.345,35.426,35.465,35.085,34.709,34.334,33.961,33.59,33.221,32.855,32.49,32.127,31.74,31.098,30.464,29.837,29.218,28.606,28.002,27.405,26.818,26.238,25.703,25.526,25.35,25.175,25,24.846,24.713,24.599,24.506,24.433,24.38,24.346,24.332
Antigua and Barbuda,ATG,Rural population (% of total population),SP.RUR.TOTL.ZS,60.344,60.96,61.573,62.183,62.789,63.39,63.988,64.582,65.171,65.755,66.181,66.102,66.022,65.943,65.863,65.783,65.703,65.623,65.543,65.462,65.382,65.302,65.221,65.14,65.06,64.979,64.898,64.817,64.736,64.655,64.574,64.535,64.915,65.291,65.666,66.039,66.41,66.779,67.145,67.51,67.873,68.26,68.902,69.536,70.163,70.782,71.394,71.998,72.595,73.182,73.762,74.297,74.474,74.65,74.825,75,75.154,75.287,75.401,75.494,75.567,75.62,75.654,75.668
Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.55,62.363,63.192,64.101,65.058,66.026,66.956,67.859,68.671,69.535,70.058,70.683,71.016,71.349,71.747,71.977,72.359,72.546,72.871,73.035,73.183,73.338,73.458,73.471,73.524,73.566,73.556,73.554,73.53,73.416,73.492,73.435,73.417,73.482,73.591,73.636,73.829,73.96,74.041,74.347,74.606,75.078,75.536,75.478,75.672,75.825,75.765,76.131,76.41,76.669,76.82,77.104,77.35,77.583,77.858,77.913,78.152,78.268,78.511,78.691,78.841,78.497,79.236,..
Antigua and Barbuda,ATG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.602,4.559,4.547,4.536,4.484,4.416,4.322,4.178,4.014,3.829,3.628,3.455,3.287,3.126,2.932,2.77,2.78,2.784,2.573,2.632,2.311,2.166,2.087,2.116,2.038,2.151,2.032,2.067,2.132,2.199,2.249,2.036,2.126,2.036,2.069,2.159,2.266,2.19,2.017,1.956,2.196,2.018,1.94,1.887,1.852,1.832,1.831,1.86,2.042,2.006,1.785,1.746,1.655,1.537,1.526,1.567,1.458,1.485,1.371,1.468,1.569,1.58,1.58,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,..,1.61302935871282,1.62928187313431,1.62166139329755,1.59952318668413,1.57753297819568,1.57214364722082,1.56733492428668,1.55205695164038,1.54154392219959,1.56729964784306,1.58358304042331,1.59481478504434,1.64326169179334,1.70070709763708,1.65927396323707,1.58995977036791,1.59811228647283,1.60546261056525,1.60065891136555,1.5849187137401,1.58060960059338,1.57328620697584,1.55878211832102,1.53715277473885,1.51340289933673,1.51132782511058,1.51097418180074,1.50808699373212,1.48765537832153,1.45640251463185,1.42406315580335,1.38743464174592,1.35796579095645,1.34702378575008,1.31755424518083,1.26041058779251,1.19826447409119,1.15817763601349,1.15204385364535,1.13327702210541,1.0991714603689,1.07353834961783,1.03236085902218,1.01533668354561,1.03347622351885,1.03467173566483,1.00629733064648,0.992294094354656,1.01428389337816,0.255582398485167,1.15305928006386,1.13690569378967,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989,0.925835473662058,0.903771167435598
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.611,74.217,74.767,75.309,75.844,76.369,76.888,77.398,77.901,78.394,78.88,79.321,79.743,80.158,80.567,80.969,81.366,81.755,82.139,82.516,82.887,83.313,83.759,84.194,84.621,85.038,85.445,85.843,86.233,86.613,86.984,87.328,87.542,87.752,87.96,88.164,88.366,88.564,88.759,88.952,89.142,89.329,89.51,89.686,89.86,90.031,90.2,90.366,90.53,90.691,90.849,90.99,91.121,91.249,91.377,91.503,91.627,91.749,91.87,91.991,92.111,92.229,92.347,92.463
Argentina,ARG,Rural population (% of total population),SP.RUR.TOTL.ZS,26.389,25.783,25.233,24.691,24.156,23.631,23.112,22.602,22.099,21.606,21.12,20.679,20.257,19.842,19.433,19.031,18.634,18.245,17.861,17.484,17.113,16.687,16.241,15.806,15.379,14.962,14.555,14.157,13.767,13.387,13.016,12.672,12.458,12.248,12.04,11.836,11.634,11.436,11.241,11.048,10.858,10.671,10.49,10.314,10.14,9.96899999999999,9.8,9.634,9.47,9.309,9.151,9.01000000000001,8.879,8.751,8.623,8.497,8.373,8.251,8.13,8.009,7.889,7.771,7.65300000000001,7.53700000000001
